"","school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","nursery","internet","guardian.x","traveltime.x","studytime.x","failures.x","schoolsup.x","famsup.x","paidsup.x","activities.x","higher.x","romantic.x","famrel.x","freetime.x","goout.x","DailyAlc.x","WeekendAlc.x","health.x","absences.x","MathG1","MathG2","MathGFinal","guardian.y","traveltime.y","studytime.y","failures.y","schoolsup.y","famsup.y","paidsup.y","activities.y","higher.y","romantic.y","famrel.y","freetime.y","goout.y","DailyAlc.y","WeekendAlc.y","health.y","absences.y","PorG1","PorG2","PorGFinal"
"257","GP","M",16,"U",">3","together","higher","higher","teacher","teacher","course","yes","yes","father","<15m","2-5h",0,"no","yes","no","yes","yes","no","Excellent","High","High",1,2,"VeryGood",2,15,15,16,"mother","<15m","<2h",0,"no","yes","no","no","no","yes","Neutral","Moderate","Low",2,1,"VeryGood",16,9,9,8
"258","GP","M",16,"U",">3","together","higher","higher","teacher","teacher","home","yes","yes","mother","<15m","2-5h",0,"no","yes","yes","yes","yes","yes","Good","High","VeryHigh",5,5,"VeryGood",16,10,12,11,"mother","<15m","2-5h",0,"no","yes","yes","yes","yes","yes","Good","High","VeryHigh",5,5,"VeryGood",4,12,11,12
"259","GP","M",16,"U","<=3","apart","secondary","higher","services","other","home","yes","yes","mother","<15m","2-5h",0,"yes","yes","no","yes","yes","no","Excellent","Moderate","Moderate",1,1,"VeryGood",4,11,11,11,"mother","<15m","2-5h",0,"yes","yes","yes","yes","yes","no","Excellent","Moderate","Moderate",1,1,"VeryGood",2,12,12,13
"260","GP","M",16,"U","<=3","apart","higher","higher","teacher","health","reputation","yes","no","mother","<15m","2-5h",0,"no","yes","no","no","yes","no","Good","VeryLow","Moderate",3,5,"VeryGood",18,8,6,7,"mother","<15m","2-5h",0,"no","yes","no","no","yes","no","Good","VeryLow","Moderate",3,5,"VeryGood",6,9,9,10
"261","GP","M",16,"U","<=3","together","primary","primary","other","other","home","yes","yes","mother","15-30m","2-5h",0,"no","yes","yes","no","yes","no","Neutral","High","Low",1,1,"VeryGood",18,9,7,6,"mother","15-30m","2-5h",0,"no","yes","no","no","yes","no","Neutral","High","Low",1,1,"VeryGood",2,9,9,9
"262","GP","M",16,"U","<=3","together","primary","primary","services","other","course","yes","no","mother","<15m","2-5h",1,"no","no","no","no","yes","yes","Good","High","High",1,3,"VeryGood",0,14,12,12,"mother","<15m","2-5h",2,"no","no","no","no","yes","yes","Good","High","High",1,3,"VeryGood",0,10,10,10
"263","GP","M",16,"U","<=3","together","middle","primary","at_home","other","course","yes","no","mother","<15m","<2h",1,"no","no","no","yes","yes","yes","Good","High","High",3,5,"VeryGood",6,12,13,14,"mother","<15m","<2h",1,"no","no","no","yes","yes","yes","Good","High","High",3,5,"VeryGood",6,9,10,10
"264","GP","M",16,"U","<=3","together","middle","primary","other","other","course","yes","yes","mother","<15m","2-5h",0,"no","no","yes","yes","yes","yes","Good","Low","Moderate",1,2,"VeryGood",0,15,15,15,"mother","<15m","2-5h",0,"no","no","no","yes","yes","yes","Good","Low","Moderate",1,2,"VeryGood",0,13,14,16
"265","GP","M",16,"U","<=3","together","middle","middle","other","other","home","yes","yes","mother","<15m","2-5h",0,"no","no","no","no","yes","no","Good","High","High",1,1,"Moderate",0,12,12,11,"mother","<15m","2-5h",0,"no","no","no","no","yes","no","Good","High","High",1,1,"Moderate",0,13,12,13
"266","GP","M",16,"U","<=3","together","middle","middle","other","other","reputation","yes","yes","mother","15-30m","2-5h",0,"no","yes","no","yes","yes","no","Excellent","High","High",2,4,"VeryGood",0,13,13,12,"mother","15-30m","2-5h",0,"no","yes","no","yes","yes","no","Excellent","High","High",2,4,"VeryGood",2,10,10,10
"267","GP","M",16,"U","<=3","together","middle","middle","services","services","reputation","yes","yes","father","15-30m","<2h",2,"no","yes","no","yes","yes","no","Bad","Moderate","Moderate",2,2,"Bad",8,9,9,9,"father","15-30m","<2h",0,"no","yes","no","yes","yes","no","Bad","Moderate","Moderate",2,2,"Bad",4,12,11,11
"268","GP","M",16,"U","<=3","together","higher","middle","teacher","other","course","yes","yes","mother","<15m","2-5h",0,"no","no","no","yes","yes","no","Good","VeryHigh","VeryLow",1,3,"VeryGood",2,15,15,16,"mother","<15m","2-5h",0,"no","no","no","yes","yes","no","Good","VeryHigh","VeryLow",1,3,"VeryGood",0,12,13,14
"269","GP","M",16,"U","<=3","together","higher","secondary","health","other","home","yes","yes","father","<15m","<2h",0,"no","no","yes","yes","yes","no","Neutral","VeryLow","Moderate",1,3,"VeryGood",4,8,10,10,"father","<15m","<2h",0,"no","no","no","yes","yes","no","Neutral","VeryLow","Moderate",1,3,"VeryGood",6,12,12,12
"270","GP","M",16,"U","<=3","together","higher","secondary","services","other","reputation","yes","yes","mother","<15m","2-5h",0,"no","yes","yes","yes","yes","no","Excellent","High","Low",1,2,"VeryGood",10,15,15,15,"mother","<15m","2-5h",0,"no","yes","no","yes","yes","no","Excellent","High","Low",1,2,"VeryGood",6,12,12,13
"271","GP","M",16,"U","<=3","together","higher","secondary","teacher","other","course","no","yes","mother","<15m","<2h",0,"no","no","no","yes","yes","no","Excellent","High","VeryHigh",1,1,"Moderate",0,6,0,0,"mother","<15m","<2h",0,"no","no","no","yes","yes","no","Excellent","High","VeryHigh",1,1,"Moderate",7,14,14,15
"272","GP","M",17,"R",">3","together","primary","middle","at_home","at_home","home","no","no","mother","<15m","2-5h",0,"no","yes","yes","yes","yes","yes","Neutral","VeryHigh","Low",2,2,"VeryBad",2,15,14,14,"mother","<15m","2-5h",0,"no","yes","no","yes","yes","yes","Neutral","VeryHigh","Low",2,2,"VeryBad",2,16,17,18
"273","GP","M",17,"R",">3","together","primary","middle","at_home","other","home","yes","no","mother","<15m","2-5h",0,"no","no","no","no","yes","no","Neutral","VeryLow","Moderate",1,5,"Moderate",4,8,9,10,"mother","<15m","2-5h",0,"no","no","no","no","yes","no","Neutral","VeryLow","Moderate",1,5,"Moderate",6,9,9,10
"274","GP","M",17,"R",">3","together","primary","secondary","other","other","course","yes","yes","father","30-60m","2-5h",1,"no","yes","no","yes","yes","no","Excellent","Low","High",1,4,"VeryGood",20,9,7,8,"father","30-60m","2-5h",1,"no","yes","no","yes","yes","no","Excellent","Low","High",1,4,"VeryGood",14,12,11,11
"275","GP","M",17,"R",">3","together","middle","primary","other","other","course","no","yes","mother","<15m","<2h",0,"no","no","no","no","yes","no","Good","High","Low",2,4,"VeryGood",0,8,12,12,"mother","<15m","<2h",0,"no","no","no","no","yes","no","Good","High","Low",2,4,"VeryGood",0,12,12,13
"276","GP","M",17,"R",">3","together","middle","middle","other","other","course","yes","yes","father","15-30m","2-5h",0,"no","yes","yes","yes","yes","no","Good","VeryHigh","Low",1,1,"VeryBad",4,11,11,11,"father","15-30m","2-5h",0,"no","yes","no","yes","yes","no","Good","VeryHigh","Low",1,1,"VeryBad",0,12,13,13
"277","GP","M",17,"R",">3","together","middle","middle","services","other","course","yes","yes","mother",">60m","<2h",0,"no","yes","no","no","yes","no","Good","High","VeryHigh",5,5,"Good",8,11,10,10,"mother",">60m","<2h",0,"no","yes","no","no","yes","no","Good","High","VeryHigh",5,5,"Good",2,11,10,10
"278","GP","M",17,"R",">3","together","secondary","higher","at_home","other","course","yes","no","mother","30-60m","2-5h",0,"no","no","no","no","yes","no","Excellent","High","VeryHigh",2,4,"VeryGood",0,10,0,0,"mother","30-60m","2-5h",0,"no","no","no","no","yes","no","Excellent","High","VeryHigh",2,4,"VeryGood",2,10,9,10
"279","GP","M",17,"R","<=3","apart","higher","higher","teacher","other","course","yes","yes","mother","15-30m","2-5h",0,"no","yes","yes","no","yes","no","Neutral","Moderate","Moderate",2,3,"Good",2,10,11,12,"mother","15-30m","2-5h",0,"no","yes","no","no","yes","no","Neutral","Moderate","Moderate",2,3,"Good",0,12,12,12
"280","GP","M",17,"R","<=3","together","primary","primary","other","services","course","yes","no","mother",">60m","2-5h",3,"no","no","no","yes","no","yes","Excellent","Moderate","VeryHigh",1,5,"VeryGood",0,5,8,7,"mother",">60m","2-5h",0,"no","no","no","yes","no","yes","Excellent","Moderate","VeryHigh",1,5,"VeryGood",0,8,8,8
"281","GP","M",17,"R","<=3","together","primary","middle","other","other","reputation","yes","no","mother","<15m","<2h",0,"no","no","no","no","yes","no","Bad","Low","Low",3,3,"VeryGood",8,16,12,13,"mother","<15m","<2h",3,"no","no","no","no","yes","no","Bad","Low","Low",3,3,"VeryGood",14,9,8,10
"282","GP","M",17,"R","<=3","together","middle","primary","at_home","other","course","yes","yes","mother","15-30m","<2h",2,"no","no","no","yes","no","yes","Neutral","Moderate","Low",2,2,"VeryGood",0,7,6,0,"mother","15-30m","<2h",1,"no","no","yes","yes","no","yes","Neutral","Moderate","Low",2,2,"VeryGood",8,8,8,9
"283","GP","M",17,"U",">3","together","primary","primary","other","other","reputation","no","yes","father","<15m","2-5h",0,"no","no","yes","no","yes","no","Good","Moderate","Moderate",1,2,"Good",2,12,10,11,"father","<15m","2-5h",0,"no","no","no","no","yes","no","Good","Moderate","Moderate",1,2,"Good",0,12,12,12
"284","GP","M",17,"U",">3","together","primary","middle","at_home","services","other","no","yes","other","15-30m","2-5h",0,"no","no","yes","yes","yes","no","Good","High","High",4,5,"VeryGood",12,7,8,8,"other","15-30m","2-5h",0,"no","no","no","yes","yes","no","Good","High","High",4,5,"VeryGood",16,10,11,12
"285","GP","M",17,"U",">3","together","middle","primary","other","other","home","yes","yes","mother","<15m","<2h",3,"no","yes","no","no","yes","no","Excellent","High","VeryHigh",1,2,"VeryGood",0,5,0,0,"mother","15-30m","<2h",3,"yes","yes","no","yes","no","no","Good","VeryHigh","VeryLow",1,1,"Moderate",0,9,9,10
"286","GP","M",17,"U",">3","together","middle","primary","other","other","home","yes","yes","mother","<15m","<2h",3,"no","yes","no","no","yes","no","Excellent","High","VeryHigh",1,2,"VeryGood",0,5,0,0,"mother","<15m","<2h",0,"no","yes","no","no","yes","no","Excellent","High","VeryHigh",1,2,"VeryGood",22,9,7,6
"287","GP","M",17,"U",">3","together","middle","primary","other","other","home","yes","yes","mother","15-30m","<2h",3,"yes","yes","no","yes","no","no","Good","VeryHigh","VeryLow",1,1,"Moderate",2,8,8,10,"mother","15-30m","<2h",3,"yes","yes","no","yes","no","no","Good","VeryHigh","VeryLow",1,1,"Moderate",0,9,9,10
"288","GP","M",17,"U",">3","together","middle","primary","other","other","home","yes","yes","mother","15-30m","<2h",3,"yes","yes","no","yes","no","no","Good","VeryHigh","VeryLow",1,1,"Moderate",2,8,8,10,"mother","<15m","<2h",0,"no","yes","no","no","yes","no","Excellent","High","VeryHigh",1,2,"VeryGood",22,9,7,6
"289","GP","M",17,"U",">3","together","middle","secondary","other","other","course","yes","yes","father","15-30m","<2h",0,"no","no","no","no","yes","no","Excellent","Low","Low",1,1,"Bad",4,12,12,13,"father","15-30m","<2h",0,"no","no","no","no","yes","no","Excellent","Low","Low",1,1,"Bad",2,9,12,13
"290","GP","M",17,"U",">3","together","secondary","primary","services","other","other","yes","yes","mother","<15m","2-5h",0,"no","no","yes","yes","yes","yes","Excellent","High","High",3,4,"VeryGood",2,9,9,10,"mother","<15m","2-5h",0,"no","no","no","yes","yes","yes","Excellent","High","High",3,4,"VeryGood",0,11,11,14
"291","GP","M",17,"U",">3","together","secondary","middle","services","services","course","yes","yes","mother","<15m","<2h",3,"no","yes","no","yes","yes","no","Excellent","VeryHigh","VeryHigh",2,4,"VeryGood",16,6,5,5,"mother","<15m","<2h",3,"no","yes","yes","yes","yes","no","Excellent","VeryHigh","VeryHigh",2,4,"VeryGood",2,8,8,7
"292","GP","M",17,"U",">3","together","secondary","secondary","health","other","home","yes","yes","mother","<15m","<2h",0,"no","yes","yes","no","yes","no","Good","High","Moderate",1,3,"VeryGood",4,14,12,11,"mother","<15m","<2h",0,"no","yes","no","no","yes","no","Good","High","Moderate",1,3,"VeryGood",0,14,15,15
"293","GP","M",17,"U",">3","together","secondary","secondary","other","other","reputation","no","yes","father","<15m","2-5h",0,"no","no","no","yes","yes","no","Good","Moderate","High",1,4,"Good",4,6,5,6,"father","<15m","2-5h",0,"no","no","no","yes","yes","no","Good","Moderate","High",1,4,"Good",4,11,9,10
"294","GP","M",17,"U",">3","together","secondary","secondary","other","services","reputation","no","yes","mother","<15m","<2h",0,"no","no","no","yes","yes","no","Good","Moderate","VeryHigh",3,5,"VeryGood",3,14,15,16,"mother","<15m","<2h",0,"no","no","no","yes","yes","no","Good","Moderate","VeryHigh",3,5,"VeryGood",0,17,18,17
"295","GP","M",17,"U",">3","together","secondary","secondary","services","services","other","yes","yes","mother","<15m","2-5h",0,"no","yes","no","yes","yes","yes","Good","Moderate","High",2,3,"Good",12,12,12,11,"mother","<15m","2-5h",0,"no","yes","no","yes","yes","yes","Good","Moderate","High",2,3,"Good",6,11,13,14
"296","GP","M",17,"U",">3","together","higher","secondary","other","other","course","yes","yes","mother","<15m","2-5h",0,"no","yes","no","yes","yes","yes","Excellent","Low","Moderate",1,1,"Bad",4,10,10,11,"mother","<15m","2-5h",0,"no","yes","yes","yes","yes","yes","Excellent","Low","Moderate",1,1,"Bad",4,11,11,13
"297","GP","M",17,"U",">3","together","higher","higher","services","teacher","home","yes","yes","mother","<15m","<2h",0,"no","no","no","no","yes","no","Excellent","Low","Moderate",1,2,"VeryGood",4,17,15,16,"mother","<15m","<2h",0,"no","no","no","no","yes","no","Excellent","Low","Moderate",1,2,"VeryGood",4,13,13,14
"298","GP","M",17,"U",">3","together","higher","higher","teacher","teacher","reputation","yes","yes","mother","<15m","2-5h",0,"yes","yes","no","yes","yes","yes","Good","VeryHigh","VeryHigh",1,3,"Bad",14,11,9,9,"mother","<15m","2-5h",0,"yes","yes","no","yes","yes","yes","Good","VeryHigh","VeryHigh",1,3,"Bad",0,13,13,13
"299","GP","M",17,"U","<=3","apart","secondary","middle","teacher","services","home","yes","yes","mother","<15m","<2h",1,"no","no","no","no","yes","no","Good","High","High",3,4,"Moderate",19,11,9,10,"mother","<15m","<2h",0,"no","no","no","no","yes","no","Good","High","High",3,4,"Moderate",18,13,13,13
"300","GP","M",17,"U","<=3","apart","higher","primary","services","other","home","yes","yes","mother","15-30m","<2h",0,"no","no","yes","yes","yes","yes","Good","VeryHigh","High",2,4,"VeryGood",30,8,8,8,"mother","15-30m","<2h",0,"no","no","no","yes","yes","yes","Good","VeryHigh","High",2,4,"VeryGood",22,11,11,10
"301","GP","M",17,"U","<=3","together","primary","primary","health","other","course","yes","yes","mother","15-30m","<2h",1,"no","yes","no","yes","yes","no","Good","High","High",1,2,"VeryGood",2,7,9,8,"mother","15-30m","<2h",1,"no","yes","no","yes","yes","no","Good","High","High",1,2,"VeryGood",0,9,10,10
"302","GP","M",17,"U","<=3","together","middle","middle","other","other","home","no","yes","father","<15m","2-5h",0,"no","no","yes","yes","yes","yes","Good","High","Low",5,5,"Good",4,14,13,13,"father","<15m","2-5h",0,"no","no","no","yes","yes","yes","Good","High","Low",5,5,"Good",0,16,16,16
"303","GP","M",17,"U","<=3","together","middle","secondary","services","services","reputation","no","yes","father","<15m","2-5h",0,"no","yes","yes","no","yes","no","Excellent","Moderate","Moderate",1,3,"Moderate",2,12,11,12,"father","<15m","2-5h",0,"no","yes","no","no","yes","no","Excellent","Moderate","Moderate",1,3,"Moderate",0,10,11,11
"304","GP","M",17,"U","<=3","together","higher","secondary","health","other","course","yes","yes","mother","15-30m","2-5h",0,"no","no","no","yes","yes","yes","Bad","VeryHigh","VeryHigh",1,4,"VeryGood",14,12,12,12,"mother","15-30m","2-5h",0,"no","no","no","yes","yes","yes","Bad","VeryHigh","VeryHigh",1,4,"VeryGood",8,15,15,15
"305","GP","M",17,"U","<=3","together","higher","secondary","teacher","other","course","yes","yes","mother","15-30m","2-5h",0,"no","no","yes","yes","yes","no","Good","High","High",4,4,"Good",4,10,9,9,"mother","15-30m","2-5h",0,"no","no","no","yes","yes","no","Good","High","High",4,4,"Good",0,10,11,11
"306","GP","M",17,"U","<=3","together","higher","higher","other","teacher","home","yes","yes","father","15-30m","<2h",0,"no","no","yes","no","yes","no","Good","VeryLow","VeryLow",2,2,"VeryGood",0,11,11,10,"father","15-30m","<2h",0,"no","no","no","no","yes","no","Good","VeryLow","VeryLow",2,2,"VeryGood",0,12,13,13
"307","GP","M",17,"U","<=3","together","higher","higher","services","other","home","yes","yes","mother","<15m","2-5h",0,"no","yes","yes","no","yes","yes","Excellent","Moderate","VeryHigh",4,5,"Moderate",13,12,12,13,"mother","<15m","2-5h",0,"no","yes","no","no","yes","yes","Excellent","Moderate","VeryHigh",4,5,"Moderate",15,13,12,12
"308","GP","M",17,"U","<=3","together","higher","higher","teacher","other","reputation","yes","yes","mother","<15m","2-5h",0,"no","yes","yes","yes","yes","no","Good","High","High",1,3,"VeryGood",0,13,11,10,"mother","<15m","2-5h",0,"no","yes","no","yes","yes","no","Good","High","High",1,3,"VeryGood",0,11,9,10
"309","GP","M",18,"R",">3","together","secondary","middle","other","other","course","no","no","mother","<15m","5-10h",0,"no","no","no","yes","yes","no","Excellent","Moderate","Low",1,1,"Moderate",1,13,12,12,"mother","<15m","5-10h",0,"no","no","no","yes","yes","no","Excellent","Moderate","Low",1,1,"Moderate",2,10,11,12
"310","GP","M",18,"R",">3","together","higher","secondary","teacher","services","course","yes","yes","mother","<15m","5-10h",0,"no","no","no","no","yes","yes","Excellent","Moderate","Low",1,2,"Good",9,16,15,16,"mother","<15m","5-10h",0,"no","no","no","no","yes","yes","Excellent","Moderate","Low",1,2,"Good",4,15,14,17
"311","GP","M",18,"R","<=3","apart","secondary","higher","other","other","reputation","yes","yes","mother","15-30m","2-5h",0,"no","yes","yes","yes","yes","no","Good","Low","VeryHigh",3,4,"VeryBad",13,17,17,17,"mother","15-30m","2-5h",0,"no","yes","no","yes","yes","no","Good","Low","VeryHigh",3,4,"VeryBad",6,15,16,16
"312","GP","M",18,"R","<=3","together","secondary","middle","services","other","reputation","yes","yes","mother","15-30m","5-10h",0,"no","yes","yes","yes","yes","no","Excellent","High","Low",1,1,"Good",8,14,13,14,"mother","15-30m","5-10h",0,"no","yes","no","yes","yes","no","Excellent","High","Low",1,1,"Good",0,14,15,15
"313","GP","M",18,"R","<=3","together","secondary","secondary","other","services","course","yes","yes","mother","<15m","2-5h",1,"no","yes","no","no","yes","yes","Good","Moderate","Moderate",1,3,"VeryGood",8,3,5,5,"mother","<15m","2-5h",0,"no","yes","no","no","yes","yes","Good","Moderate","Moderate",1,3,"VeryGood",8,10,9,10
"314","GP","M",18,"U",">3","together","middle","primary","other","other","home","yes","yes","mother","<15m","2-5h",0,"no","no","no","yes","yes","no","Excellent","Low","High",1,2,"Good",8,15,14,14,"mother","<15m","2-5h",0,"no","no","no","yes","yes","no","Excellent","Low","High",1,2,"Good",2,16,16,16
"315","GP","M",18,"U",">3","together","middle","primary","services","services","other","no","yes","mother","<15m","<2h",1,"no","no","no","no","no","no","Neutral","Low","VeryHigh",2,5,"VeryGood",4,6,9,8,"mother","<15m","<2h",2,"no","no","no","no","no","no","Neutral","Low","VeryHigh",2,5,"VeryGood",4,7,8,6
"316","GP","M",18,"U",">3","together","middle","primary","services","services","reputation","yes","yes","mother","<15m","5-10h",0,"no","no","yes","yes","yes","no","Good","Low","High",1,3,"Bad",6,15,14,14,"mother","<15m","5-10h",0,"no","no","no","yes","yes","no","Good","Low","High",1,3,"Bad",0,14,15,15
"317","GP","M",18,"U",">3","together","middle","middle","other","other","home","yes","yes","mother","15-30m","2-5h",0,"no","yes","yes","no","yes","no","Neutral","Moderate","Moderate",5,5,"Good",0,12,13,13,"mother","15-30m","2-5h",3,"no","yes","yes","no","yes","no","Neutral","Moderate","Moderate",5,5,"Good",9,10,9,10
"318","GP","M",18,"U",">3","together","middle","middle","other","services","reputation","yes","yes","father","<15m","2-5h",1,"no","no","no","no","no","no","Excellent","VeryHigh","High",3,5,"Bad",0,7,7,0,"father","<15m","2-5h",0,"no","no","no","no","no","no","Excellent","VeryHigh","High",3,5,"Bad",16,8,7,8
"319","GP","M",18,"U",">3","together","middle","middle","services","other","home","yes","yes","mother","<15m","2-5h",1,"no","yes","yes","yes","yes","no","Good","High","High",2,4,"VeryGood",15,6,7,8,"mother","<15m","2-5h",0,"no","yes","no","yes","yes","no","Good","High","High",2,4,"VeryGood",10,12,11,11
"320","GP","M",18,"U",">3","together","secondary","middle","services","other","course","yes","yes","mother","15-30m","<2h",1,"no","no","no","no","no","no","Good","High","VeryHigh",2,4,"VeryGood",0,6,8,8,"mother","15-30m","<2h",0,"no","no","no","no","no","no","Good","High","VeryHigh",2,4,"VeryGood",8,7,8,7
"321","GP","M",18,"U",">3","together","higher","middle","health","other","reputation","yes","yes","father","<15m","2-5h",0,"no","yes","yes","yes","yes","yes","Excellent","High","VeryHigh",1,3,"VeryGood",10,10,9,10,"father","<15m","2-5h",0,"no","yes","no","yes","yes","yes","Excellent","High","VeryHigh",1,3,"VeryGood",4,10,12,14
"322","GP","M",18,"U",">3","together","higher","middle","teacher","other","home","yes","yes","mother","<15m","2-5h",0,"no","yes","yes","yes","yes","yes","Good","Moderate","Low",1,4,"VeryGood",11,12,11,11,"mother","<15m","2-5h",0,"no","yes","no","yes","yes","yes","Good","Moderate","Low",1,4,"VeryGood",2,15,16,16
"323","GP","M",18,"U",">3","together","higher","secondary","teacher","other","course","no","yes","mother","<15m","2-5h",0,"no","yes","yes","no","yes","no","Good","Moderate","Low",1,1,"Moderate",2,8,8,8,"mother","<15m","2-5h",0,"no","yes","no","no","yes","no","Good","Moderate","Low",1,1,"Moderate",2,10,10,11
"324","GP","M",18,"U",">3","together","higher","secondary","teacher","other","course","yes","yes","mother","<15m","5-10h",0,"no","yes","yes","no","yes","yes","Excellent","High","VeryHigh",2,3,"VeryGood",0,10,10,9,"mother","<15m","5-10h",0,"no","yes","no","no","yes","yes","Excellent","High","VeryHigh",2,3,"VeryGood",0,14,13,14
"325","GP","M",18,"U",">3","together","higher","higher","other","other","course","yes","yes","mother","<15m","5-10h",0,"no","no","no","yes","yes","no","Good","Moderate","Moderate",2,2,"Moderate",3,9,12,11,"mother","<15m","5-10h",0,"no","no","no","yes","yes","no","Good","Moderate","Moderate",2,2,"Moderate",0,13,14,13
"326","GP","M",18,"U",">3","together","higher","higher","teacher","services","home","yes","yes","mother","15-30m","<2h",0,"no","no","yes","yes","yes","no","Neutral","Low","High",1,4,"Moderate",22,9,9,9,"father","<15m","2-5h",0,"no","yes","no","yes","yes","no","Good","Moderate","Moderate",2,2,"Bad",0,12,12,13
"327","GP","M",18,"U",">3","together","higher","higher","teacher","services","home","yes","yes","mother","15-30m","<2h",0,"no","no","yes","yes","yes","no","Neutral","Low","High",1,4,"Moderate",22,9,9,9,"mother","15-30m","<2h",0,"no","no","no","yes","yes","no","Neutral","Low","High",1,4,"Moderate",6,11,12,12
"328","GP","M",18,"U",">3","together","higher","higher","teacher","services","home","yes","yes","father","<15m","2-5h",1,"no","yes","no","yes","yes","no","Good","Moderate","Moderate",2,2,"Bad",0,10,10,0,"father","<15m","2-5h",0,"no","yes","no","yes","yes","no","Good","Moderate","Moderate",2,2,"Bad",0,12,12,13
"329","GP","M",18,"U",">3","together","higher","higher","teacher","services","home","yes","yes","father","<15m","2-5h",1,"no","yes","no","yes","yes","no","Good","Moderate","Moderate",2,2,"Bad",0,10,10,0,"mother","15-30m","<2h",0,"no","no","no","yes","yes","no","Neutral","Low","High",1,4,"Moderate",6,11,12,12
"330","GP","M",18,"U","<=3","apart","higher","higher","teacher","teacher","reputation","yes","yes","mother","<15m","2-5h",0,"no","yes","yes","yes","yes","no","Excellent","High","Moderate",1,1,"Bad",9,15,13,15,"mother","<15m","2-5h",0,"no","yes","no","yes","yes","no","Excellent","High","Moderate",1,1,"Bad",0,17,17,17
"331","GP","M",18,"U","<=3","together","primary","primary","other","other","course","yes","yes","mother","<15m","<2h",3,"no","no","no","no","no","yes","Bad","Moderate","VeryHigh",2,5,"Good",0,6,5,0,"mother","<15m","<2h",2,"no","no","no","no","no","yes","Bad","Moderate","VeryHigh",2,5,"Good",0,11,9,0
"332","GP","M",18,"U","<=3","together","middle","primary","at_home","other","course","yes","yes","mother",">60m","2-5h",0,"yes","yes","yes","yes","yes","yes","Good","Moderate","Low",4,5,"Moderate",14,10,8,9,"mother",">60m","2-5h",0,"yes","yes","no","yes","yes","yes","Good","Moderate","Low",4,5,"Moderate",2,9,10,11
"333","GP","M",18,"U","<=3","together","middle","middle","other","other","course","yes","yes","mother","<15m",">10h",0,"no","yes","no","yes","yes","no","Good","VeryHigh","VeryHigh",2,4,"VeryGood",2,9,8,8,"mother","<15m",">10h",0,"no","yes","yes","yes","yes","no","Good","VeryHigh","VeryHigh",2,4,"VeryGood",0,11,11,12
"334","GP","M",18,"U","<=3","together","secondary","secondary","services","health","home","yes","yes","father","<15m","2-5h",1,"no","yes","yes","no","yes","no","Neutral","Low","High",2,4,"Good",13,6,6,8,"father","<15m","2-5h",0,"no","yes","no","no","yes","no","Neutral","Low","High",2,4,"Good",10,10,10,10
"335","GP","M",18,"U","<=3","together","secondary","higher","services","other","home","yes","yes","mother","<15m","2-5h",0,"no","no","no","yes","yes","yes","Good","Moderate","Moderate",1,3,"VeryGood",11,16,15,15,"mother","<15m","2-5h",0,"no","no","no","yes","yes","yes","Good","Moderate","Moderate",1,3,"VeryGood",6,16,16,17
"336","GP","M",18,"U","<=3","together","higher","secondary","teacher","services","course","yes","yes","mother","15-30m","<2h",0,"no","no","yes","yes","yes","no","Good","Low","Moderate",1,2,"VeryBad",8,10,11,10,"mother","15-30m","<2h",0,"no","no","no","yes","yes","no","Good","Low","Moderate",1,2,"VeryBad",0,10,10,10
"337","GP","M",18,"U","<=3","together","higher","higher","teacher","teacher","home","yes","yes","mother","<15m","<2h",0,"no","yes","yes","no","yes","yes","VeryBad","High","Low",2,2,"VeryBad",5,16,15,16,"mother","<15m","<2h",0,"no","yes","no","no","yes","yes","VeryBad","High","Low",2,2,"VeryBad",0,18,18,17
"338","GP","M",19,"R",">3","together","secondary","secondary","other","services","reputation","yes","no","father","<15m","2-5h",1,"no","no","no","yes","yes","yes","Good","VeryHigh","Moderate",1,2,"VeryGood",0,15,12,12,"father","<15m","2-5h",0,"no","no","no","yes","yes","yes","Good","VeryHigh","Moderate",1,2,"VeryGood",0,10,10,11
"339","GP","M",19,"U",">3","together","secondary","middle","services","at_home","home","yes","yes","mother","<15m","<2h",3,"no","yes","no","no","no","yes","Good","VeryHigh","High",1,1,"Good",0,5,0,0,"mother","<15m","<2h",0,"no","yes","no","no","no","yes","Good","VeryHigh","High",1,1,"Good",6,11,9,11
"340","GP","M",19,"U","<=3","apart","higher","secondary","services","at_home","reputation","yes","yes","mother","<15m","2-5h",0,"no","yes","no","no","yes","no","Good","Moderate","VeryLow",1,1,"VeryBad",12,11,11,11,"mother","<15m","2-5h",0,"no","yes","no","no","yes","no","Good","Moderate","VeryLow",1,1,"VeryBad",4,11,13,14
"341","GP","M",20,"U",">3","apart","secondary","middle","services","other","course","yes","no","other","<15m","<2h",0,"no","no","no","yes","yes","no","Excellent","VeryHigh","Moderate",1,1,"VeryGood",0,17,18,18,"other","<15m","<2h",2,"no","no","no","yes","yes","no","Excellent","VeryHigh","Moderate",1,1,"VeryGood",0,14,15,15
"342","GP","M",22,"U",">3","together","secondary","primary","services","services","other","no","yes","mother","<15m","<2h",3,"no","no","no","no","no","yes","Excellent","High","VeryHigh",5,5,"VeryBad",16,6,8,8,"mother","<15m","<2h",3,"no","no","no","no","no","yes","Excellent","High","VeryHigh",5,5,"VeryBad",12,7,8,5
